400,412,442,490,510,560,620,665,674,710,754,799,800
0.008456,0.009865,0.014905,0.020806,0.023921,0.031666,0.032267,0.031407,0.031200,0.025733,0.010910,0.012721,0.012911
0.008328,0.009723,0.014576,0.020256,0.023195,0.030326,0.030689,0.029719,0.029487,0.024427,0.010385,0.012066,0.012241
0.007372,0.008625,0.012949,0.017613,0.020106,0.026194,0.028002,0.028596,0.028699,0.026077,0.014933,0.017154,0.017368
0.009226,0.010458,0.015200,0.020318,0.023156,0.030531,0.034040,0.035984,0.036421,0.034867,0.023892,0.027227,0.027488
0.010580,0.011666,0.016457,0.021667,0.024462,0.031460,0.034488,0.035975,0.036290,0.034432,0.023327,0.026337,0.026587
0.007770,0.008794,0.012308,0.016306,0.018275,0.022999,0.025081,0.026247,0.026495,0.024487,0.014677,0.016992,0.017190
0.006865,0.008137,0.012174,0.016704,0.018981,0.024463,0.026772,0.028095,0.028395,0.026033,0.014984,0.017417,0.017637
0.009416,0.010817,0.015530,0.020750,0.023485,0.030128,0.032723,0.034036,0.034324,0.031736,0.019514,0.022228,0.022455
0.008570,0.009772,0.014199,0.019259,0.022054,0.028863,0.029368,0.028605,0.028421,0.023580,0.009899,0.011362,0.011553
0.009643,0.010924,0.015473,0.020391,0.023052,0.029522,0.031030,0.031401,0.031486,0.027766,0.014617,0.016744,0.016961
0.008019,0.009368,0.014192,0.019627,0.022441,0.029398,0.030425,0.030178,0.030118,0.025610,0.011143,0.013044,0.013273
0.007541,0.008805,0.013496,0.018515,0.021391,0.028370,0.030011,0.030291,0.030340,0.026600,0.012399,0.014645,0.014889
0.009791,0.010853,0.015291,0.020106,0.022730,0.029230,0.032357,0.033986,0.034340,0.032936,0.023373,0.026278,0.026516
0.010757,0.012177,0.017621,0.023549,0.026793,0.034785,0.038144,0.039821,0.040184,0.037762,0.024619,0.028012,0.028289
0.008998,0.010142,0.014413,0.018922,0.021436,0.027728,0.030084,0.031108,0.031329,0.029088,0.018027,0.020535,0.020765
0.008407,0.009463,0.013226,0.017387,0.019610,0.025127,0.026854,0.027454,0.027583,0.024715,0.013423,0.015470,0.015663
0.006996,0.008165,0.012360,0.017634,0.020265,0.026445,0.024460,0.022391,0.021947,0.016273,0.004910,0.005773,0.005882
0.008988,0.010484,0.015476,0.021842,0.024903,0.032167,0.031620,0.030203,0.029883,0.023797,0.009657,0.011120,0.011288
0.007523,0.008924,0.013702,0.019614,0.022526,0.029341,0.028109,0.026353,0.025992,0.019632,0.006879,0.008035,0.008171
0.007159,0.008364,0.012360,0.017370,0.019781,0.025410,0.025184,0.024357,0.024191,0.019905,0.008516,0.009914,0.010050
0.010495,0.011843,0.016780,0.022296,0.025294,0.032682,0.034701,0.035159,0.035227,0.031521,0.016755,0.018864,0.019112
0.010153,0.011681,0.017060,0.023164,0.026291,0.033844,0.035685,0.035957,0.035994,0.031717,0.016518,0.018658,0.018870
0.008736,0.009947,0.014619,0.021000,0.023995,0.031250,0.032401,0.032162,0.032061,0.027198,0.012272,0.014278,0.014481
0.007286,0.008702,0.013705,0.020117,0.023158,0.030395,0.029791,0.028224,0.027846,0.021758,0.007802,0.009195,0.009349
0.007650,0.008488,0.011571,0.015604,0.017588,0.022527,0.021608,0.020044,0.019721,0.015930,0.006446,0.007001,0.007104
0.005507,0.006311,0.009225,0.012782,0.014496,0.018611,0.017216,0.015801,0.015548,0.011635,0.003529,0.003983,0.004070
0.006633,0.007634,0.011119,0.015700,0.018018,0.023949,0.023514,0.021554,0.021038,0.017999,0.006568,0.007297,0.007462
0.005891,0.006776,0.009883,0.014209,0.016311,0.021660,0.020395,0.017987,0.017424,0.014387,0.004654,0.005164,0.005266
0.008816,0.009983,0.014070,0.018971,0.021609,0.028139,0.030039,0.030551,0.030624,0.027935,0.015113,0.017199,0.017438
0.007512,0.008782,0.013354,0.018854,0.021775,0.028653,0.030870,0.031285,0.031310,0.028675,0.015464,0.017495,0.017748
0.008201,0.009545,0.014011,0.018866,0.021347,0.027833,0.029819,0.030086,0.030060,0.027397,0.014544,0.016497,0.016725
0.005193,0.006218,0.009870,0.015066,0.017475,0.023497,0.021237,0.018417,0.017750,0.013801,0.004434,0.005039,0.005147
0.007779,0.009182,0.013981,0.020056,0.023084,0.030450,0.028539,0.025940,0.025351,0.020190,0.007517,0.008493,0.008622
0.004946,0.005974,0.009362,0.014698,0.017078,0.022860,0.020352,0.017477,0.016831,0.013036,0.003835,0.004375,0.004459
0.005569,0.006650,0.009985,0.013588,0.015592,0.020673,0.020285,0.019025,0.018723,0.015354,0.005694,0.006585,0.006727
0.008283,0.009826,0.014877,0.021895,0.025278,0.034057,0.034415,0.032294,0.031664,0.027689,0.011691,0.013195,0.013409
0.008499,0.009743,0.014429,0.019713,0.022569,0.029679,0.029512,0.027698,0.027215,0.023207,0.010361,0.011187,0.011340
0.007073,0.008273,0.012157,0.017121,0.019529,0.025460,0.025543,0.024359,0.024080,0.020191,0.008672,0.009586,0.009745
0.007328,0.008295,0.011729,0.015687,0.017850,0.023173,0.024763,0.024979,0.024951,0.023041,0.012773,0.014327,0.014532
0.007509,0.008481,0.011715,0.016105,0.018275,0.023159,0.021074,0.018670,0.018161,0.013891,0.005495,0.005931,0.006025
0.007111,0.008173,0.011920,0.016984,0.019460,0.025276,0.023551,0.021017,0.020439,0.015939,0.005519,0.006092,0.006191
0.000130,0.000186,0.000533,0.001638,0.002308,0.004304,0.003939,0.003484,0.003316,0.002192,0.000761,0.000792,0.000803
0.002093,0.002833,0.005345,0.009535,0.011531,0.016783,0.013855,0.011619,0.011121,0.007372,0.002068,0.002304,0.002351
0.007757,0.008904,0.013015,0.018635,0.021248,0.027045,0.024975,0.022524,0.021989,0.016570,0.005900,0.006445,0.006558
0.005665,0.006683,0.010184,0.014355,0.016324,0.021104,0.020797,0.019658,0.019374,0.015842,0.006168,0.007054,0.007186
0.005384,0.006383,0.009682,0.013839,0.015918,0.020873,0.020680,0.019699,0.019442,0.015809,0.006172,0.007002,0.007126
0.004624,0.005588,0.008700,0.012824,0.014845,0.019547,0.017998,0.016210,0.015812,0.012128,0.004183,0.004685,0.004753
0.005931,0.006848,0.010082,0.014482,0.016636,0.021951,0.020276,0.018162,0.017687,0.013428,0.004264,0.004813,0.004911
0.009050,0.010072,0.013613,0.018598,0.021095,0.026680,0.025148,0.023083,0.022593,0.017701,0.006950,0.007601,0.007704
0.006790,0.007690,0.010805,0.014759,0.016690,0.021018,0.019088,0.017305,0.016948,0.012685,0.004508,0.004871,0.004965
0.005383,0.006287,0.009411,0.013276,0.015202,0.019396,0.017751,0.015994,0.015648,0.011726,0.003496,0.003826,0.003917
0.004106,0.004857,0.007506,0.011235,0.012943,0.016554,0.012247,0.009767,0.009391,0.005622,0.001206,0.001258,0.001293
0.006241,0.007349,0.011195,0.015690,0.018012,0.023536,0.024213,0.023989,0.023923,0.020371,0.009199,0.010469,0.010670
0.005487,0.006412,0.009565,0.014056,0.016030,0.020307,0.015828,0.012919,0.012430,0.008507,0.003042,0.003285,0.003343
0.007778,0.009271,0.014263,0.020465,0.023557,0.030999,0.031732,0.030959,0.030731,0.025860,0.010766,0.012269,0.012440
0.006609,0.007595,0.011117,0.015451,0.017638,0.022740,0.022653,0.021562,0.021256,0.017751,0.006917,0.007784,0.007947
0.005627,0.006630,0.010065,0.014471,0.016647,0.021677,0.020448,0.018494,0.018022,0.014062,0.004423,0.004993,0.005101
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
